video_type,file_name,cur_frame,prev_frame,cur_ts,prev_ts,scene_change,dhash8_dif,dhash16_dif,dhash32_dif,ahash8_dif,ahash16_dif,ahash32_dif,phash8_dif,phash16_dif,phash32_dif,whash8_dif,whash16_dif,whash32_dif,colorhash3_dif,colorhash8_dif,color_shot
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15011,66,65,00:00:02:16,00:00:02:15,True,38,104,434,28,103,439,34,126,518,28,100,394,6,31,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15011,67,66,00:00:02:17,00:00:02:16,True,38,106,429,28,103,432,32,128,520,28,100,397,6,31,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15011,107,106,00:00:04:07,00:00:04:06,True,31,108,404,23,97,396,24,118,488,24,90,348,5,19,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,115,114,00:00:04:15,00:00:04:14,True,34,101,417,35,125,505,32,112,494,30,112,424,5,26,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,116,115,00:00:04:16,00:00:04:15,True,34,99,414,35,127,506,32,112,492,30,112,426,5,27,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,150,149,00:00:06:00,00:00:05:24,True,26,106,377,20,93,339,30,134,510,18,72,306,4,28,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,151,150,00:00:06:01,00:00:06:00,True,26,106,374,21,92,340,30,132,516,18,72,308,4,28,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,152,151,00:00:06:02,00:00:06:01,True,26,102,391,16,71,322,28,126,514,20,92,354,5,28,False
micro_simm_1frame,micro_simm_1frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__16511,171,170,00:00:06:21,00:00:06:20,True,31,99,373,23,89,378,30,122,482,24,88,356,7,29,False
micro_simm_1frame,micro_simm_1frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__10,48,47,00:00:01:18,00:00:01:17,True,30,123,469,30,119,444,34,114,496,31,128,530,12,38,False
micro_simm_1frame,micro_simm_1frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__10,85,84,00:00:02:25,00:00:02:24,True,38,129,487,34,134,495,44,136,516,36,147,583,9,31,False
micro_simm_1frame,micro_simm_1frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__10,86,85,00:00:02:26,00:00:02:25,True,38,127,486,34,135,497,44,136,518,37,156,629,9,33,False
micro_simm_1frame,micro_simm_1frame_Groningen city - Netherlands.webm__2511,40,39,00:00:01:15,00:00:01:14,True,25,116,493,19,106,406,26,130,518,22,114,422,7,23,False
micro_simm_1frame,micro_simm_1frame_Groningen city - Netherlands.webm__2511,41,40,00:00:01:16,00:00:01:15,True,24,113,489,19,105,405,26,126,510,22,112,418,7,21,False
micro_simm_1frame,micro_simm_1frame_Groningen city - Netherlands.webm__2511,77,76,00:00:03:02,00:00:03:01,True,39,136,539,41,168,639,34,132,502,42,176,670,11,28,False
micro_simm_1frame,micro_simm_1frame_Groningen city - Netherlands.webm__2511,78,77,00:00:03:03,00:00:03:02,True,39,137,533,42,170,632,34,128,502,42,178,676,11,29,False
micro_simm_1frame,micro_simm_1frame_Groningen city - Netherlands.webm__2511,108,107,00:00:04:08,00:00:04:07,True,40,153,582,40,156,635,30,134,512,44,168,684,10,26,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__11011,109,108,00:00:04:13,00:00:04:12,True,27,120,502,34,131,510,34,126,520,28,130,510,3,18,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__11011,110,109,00:00:04:14,00:00:04:13,True,28,115,498,34,130,509,34,128,522,28,128,506,3,20,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,33,32,00:00:01:09,00:00:01:08,True,26,114,474,26,117,496,34,132,502,32,122,500,6,35,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,34,33,00:00:01:10,00:00:01:09,True,26,115,480,26,116,494,34,130,508,32,120,500,6,37,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,50,49,00:00:02:02,00:00:02:01,True,30,118,462,35,144,570,32,134,514,32,146,572,4,15,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,51,50,00:00:02:03,00:00:02:02,True,30,118,467,35,143,572,32,136,510,32,142,568,4,15,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,64,63,00:00:02:16,00:00:02:15,True,37,126,490,28,125,519,36,138,540,30,124,512,4,17,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,90,89,00:00:03:18,00:00:03:17,True,31,118,519,34,140,564,34,118,520,28,136,534,8,27,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,125,124,00:00:05:05,00:00:05:04,True,23,101,450,33,136,525,28,126,534,34,134,522,7,30,False
micro_simm_1frame,micro_simm_1frame_The North Face.webm__13011,126,125,00:00:05:06,00:00:05:05,True,23,101,456,33,136,527,28,130,532,34,132,520,6,34,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__13511,86,85,00:00:03:11,00:00:03:10,True,27,116,414,34,121,484,28,120,482,34,130,502,2,5,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__13511,111,110,00:00:04:11,00:00:04:10,True,38,135,523,27,99,428,36,122,496,24,98,392,9,28,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__13511,112,111,00:00:04:12,00:00:04:11,True,36,138,537,26,99,429,36,124,500,24,96,392,9,29,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__16511,34,33,00:00:01:09,00:00:01:08,True,36,105,451,30,100,415,28,126,478,32,104,432,5,17,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__16511,35,34,00:00:01:10,00:00:01:09,True,35,105,449,30,100,417,28,124,486,32,104,434,5,16,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__16511,48,47,00:00:01:23,00:00:01:22,True,26,125,502,27,96,402,26,112,490,30,102,410,3,21,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__16511,117,116,00:00:04:17,00:00:04:16,True,32,136,527,27,104,436,28,124,532,22,92,438,9,29,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__16511,118,117,00:00:04:18,00:00:04:17,True,33,142,522,27,108,437,28,130,526,22,98,436,9,29,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__23011,29,28,00:00:01:04,00:00:01:03,True,38,137,493,40,156,609,38,122,506,44,176,706,6,20,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__23011,58,57,00:00:02:08,00:00:02:07,True,21,110,493,22,99,402,32,130,528,24,92,376,5,24,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__24011,47,46,00:00:01:22,00:00:01:21,True,36,121,467,42,169,647,32,120,506,40,162,638,3,10,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__24011,48,47,00:00:01:23,00:00:01:22,True,36,119,467,42,170,645,32,118,506,40,162,638,3,10,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__24011,72,71,00:00:02:22,00:00:02:21,True,30,114,506,23,113,445,30,118,522,26,112,434,4,15,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__24011,73,72,00:00:02:23,00:00:02:22,True,30,113,501,23,112,446,30,118,512,26,112,434,4,15,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__7011,32,31,00:00:01:07,00:00:01:06,True,44,142,487,41,162,680,40,128,524,36,156,616,3,14,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__7011,33,32,00:00:01:08,00:00:01:07,True,44,133,500,40,162,687,38,128,522,36,158,628,3,14,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__7011,105,104,00:00:04:05,00:00:04:04,True,29,129,507,27,118,468,26,114,502,34,116,522,5,17,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__7011,117,116,00:00:04:17,00:00:04:16,True,31,90,476,17,86,331,24,132,536,20,92,354,9,27,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__7011,118,117,00:00:04:18,00:00:04:17,True,31,95,485,16,92,338,24,130,520,18,94,352,9,26,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,44,43,00:00:01:19,00:00:01:18,True,33,119,479,28,138,505,40,122,502,30,156,614,8,25,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,45,44,00:00:01:20,00:00:01:19,True,32,119,479,28,136,505,40,122,506,30,158,610,8,25,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,73,72,00:00:02:23,00:00:02:22,True,34,119,554,34,134,531,38,142,532,34,130,490,8,31,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,74,73,00:00:02:24,00:00:02:23,True,35,116,558,34,131,525,40,140,526,34,132,496,8,29,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,76,75,00:00:03:01,00:00:03:00,True,35,129,555,23,93,391,32,132,514,22,102,409,4,14,False
micro_simm_1frame,micro_simm_1frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__8511,101,100,00:00:04:01,00:00:04:00,True,34,127,496,32,123,471,36,132,542,30,116,448,7,33,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15511,58,57,00:00:02:08,00:00:02:07,True,21,107,367,16,79,329,20,116,486,14,58,234,8,15,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15511,79,78,00:00:03:04,00:00:03:03,True,34,96,433,22,94,372,40,132,496,24,94,364,7,23,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__15511,81,80,00:00:03:06,00:00:03:05,True,31,113,416,21,95,368,36,122,534,22,92,362,7,22,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__7011,41,40,00:00:01:16,00:00:01:15,True,29,117,390,13,64,259,32,136,512,14,76,308,8,25,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__7011,100,99,00:00:04:00,00:00:03:24,True,28,97,372,27,91,371,30,120,508,30,120,486,6,30,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__7011,102,101,00:00:04:02,00:00:04:01,True,25,95,378,26,93,359,32,132,532,22,98,408,6,33,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__7011,118,117,00:00:04:18,00:00:04:17,True,33,104,391,20,84,340,22,114,496,18,76,306,3,28,False
micro_simm_2frame,micro_simm_2frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__7011,120,119,00:00:04:20,00:00:04:19,True,31,103,398,20,79,327,22,122,502,18,74,298,3,24,False
micro_simm_2frame,micro_simm_2frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3511,47,46,00:00:01:17,00:00:01:16,True,28,110,459,37,155,626,30,128,534,36,148,618,12,33,False
micro_simm_2frame,micro_simm_2frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3511,49,48,00:00:01:19,00:00:01:18,True,28,115,451,36,155,625,30,124,518,36,148,618,11,32,False
micro_simm_2frame,micro_simm_2frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3511,99,98,00:00:03:09,00:00:03:08,True,21,125,461,22,98,390,30,120,480,22,92,406,7,21,False
micro_simm_2frame,micro_simm_2frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3511,101,100,00:00:03:11,00:00:03:10,True,23,121,470,22,98,388,28,126,490,22,92,408,7,20,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__2011,49,48,00:00:01:24,00:00:01:23,True,24,108,518,31,106,424,26,120,506,30,106,422,4,20,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__2011,51,50,00:00:02:01,00:00:02:00,True,24,105,502,30,110,413,26,126,512,28,112,422,5,20,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__2011,89,88,00:00:03:14,00:00:03:13,True,37,147,543,34,129,510,34,140,540,34,144,598,9,26,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__2011,91,90,00:00:03:16,00:00:03:15,True,38,145,524,33,129,514,34,142,530,34,138,594,10,27,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__7511,28,27,00:00:01:03,00:00:01:02,True,26,123,498,26,105,471,32,114,506,26,106,436,5,31,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__7511,30,29,00:00:01:05,00:00:01:04,True,26,118,500,27,98,462,32,118,512,28,104,440,5,32,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__7511,44,43,00:00:01:19,00:00:01:18,True,37,136,522,29,122,482,40,138,548,26,116,468,5,23,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__7511,46,45,00:00:01:21,00:00:01:20,True,37,137,517,28,125,484,36,128,536,26,114,472,4,20,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__8511,81,80,00:00:03:06,00:00:03:05,True,31,128,536,22,109,424,24,122,540,26,130,528,8,29,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__8511,83,82,00:00:03:08,00:00:03:07,True,30,129,526,22,107,431,26,124,538,26,136,538,7,34,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__8511,100,99,00:00:04:00,00:00:03:24,True,21,111,484,32,134,545,28,132,528,34,122,476,10,30,False
micro_simm_2frame,micro_simm_2frame_Groningen city - Netherlands.webm__8511,102,101,00:00:04:02,00:00:04:01,True,21,108,482,35,135,540,30,132,506,34,118,468,9,27,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__10,23,22,00:00:00:23,00:00:00:22,True,28,119,486,29,120,459,28,114,546,28,100,410,8,14,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__10,25,24,00:00:01:01,00:00:01:00,True,27,119,487,29,118,462,28,116,548,28,100,414,8,16,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__10,51,50,00:00:02:03,00:00:02:02,True,20,111,479,17,85,383,26,120,466,16,74,296,8,24,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__10,77,76,00:00:03:05,00:00:03:04,True,32,146,502,35,144,587,38,138,506,40,146,592,12,34,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__10,78,77,00:00:03:06,00:00:03:05,True,28,108,377,28,113,441,32,128,512,32,128,512,4,11,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,50,49,00:00:02:02,00:00:02:01,True,30,120,525,25,102,420,28,120,508,24,122,484,5,15,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,52,51,00:00:02:04,00:00:02:03,True,31,126,536,25,103,411,28,120,512,26,120,476,6,15,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,76,75,00:00:03:04,00:00:03:03,True,29,130,565,23,86,339,32,128,516,26,110,402,5,19,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,122,121,00:00:05:02,00:00:05:01,True,35,128,512,45,164,654,28,124,502,44,168,648,9,21,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,379,378,00:00:15:19,00:00:15:18,True,32,152,507,21,90,378,36,128,508,22,88,398,5,21,False
micro_simm_2frame,micro_simm_2frame_Gus Fring Stands His Ground.webm__511,384,383,00:00:16:00,00:00:15:23,True,37,144,553,19,101,422,30,130,504,26,104,426,6,18,False
micro_simm_2frame,micro_simm_2frame_Henry Cavill & Antje Traue Workout 'Man of Steel' Behind Th.webm__3011,48,47,00:00:01:18,00:00:01:17,True,40,133,524,32,129,513,30,124,506,38,154,573,7,18,False
micro_simm_2frame,micro_simm_2frame_Henry Cavill & Antje Traue Workout 'Man of Steel' Behind Th.webm__3011,50,49,00:00:01:20,00:00:01:19,True,38,141,523,31,128,495,30,138,536,38,150,590,7,19,False
micro_simm_2frame,micro_simm_2frame_Henry Cavill & Antje Traue Workout 'Man of Steel' Behind Th.webm__3011,75,74,00:00:02:15,00:00:02:14,True,37,132,525,39,148,612,36,130,536,42,168,624,4,19,False
micro_simm_2frame,micro_simm_2frame_Henry Cavill & Antje Traue Workout 'Man of Steel' Behind Th.webm__3011,77,76,00:00:02:17,00:00:02:16,True,29,123,514,37,145,587,32,120,510,40,156,614,4,18,False
micro_simm_2frame,micro_simm_2frame_Henry Cavill & Antje Traue Workout 'Man of Steel' Behind Th.webm__3011,103,102,00:00:03:13,00:00:03:12,True,29,125,522,38,160,623,30,132,502,40,154,632,7,22,False
micro_simm_2frame,micro_simm_2frame_Hong Kong’s huge protests.webm__5511,39,38,00:00:01:15,00:00:01:14,True,31,124,520,27,115,490,34,128,518,26,112,472,2,26,False
micro_simm_2frame,micro_simm_2frame_Hong Kong’s huge protests.webm__5511,74,73,00:00:03:02,00:00:03:01,True,35,128,524,40,139,548,34,138,518,34,140,528,3,21,False
micro_simm_2frame,micro_simm_2frame_Hong Kong’s huge protests.webm__5511,95,94,00:00:03:23,00:00:03:22,True,30,122,495,34,122,505,28,128,488,32,122,504,3,34,False
micro_simm_2frame,micro_simm_2frame_Hong Kong’s huge protests.webm__5511,104,103,00:00:04:08,00:00:04:07,True,25,124,488,32,113,445,28,126,500,28,116,425,10,32,False
micro_simm_2frame,micro_simm_2frame_Hong Kong’s huge protests.webm__5511,180,179,00:00:07:12,00:00:07:11,True,30,110,465,20,98,368,22,108,484,16,92,356,7,21,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,46,45,00:00:01:22,00:00:01:21,True,32,93,412,32,131,517,32,128,512,32,128,512,8,30,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,48,47,00:00:02:00,00:00:01:23,True,30,99,392,31,130,515,32,128,512,32,128,512,7,32,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,60,59,00:00:02:12,00:00:02:11,True,32,113,405,22,93,384,40,124,496,26,100,400,7,42,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,62,61,00:00:02:14,00:00:02:13,True,29,124,399,22,96,413,34,132,510,26,96,414,6,43,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,72,71,00:00:03:00,00:00:02:23,True,35,125,443,14,79,319,30,116,508,18,80,328,8,17,False
micro_simm_2frame,micro_simm_2frame_Sevana - Bit Too Shy - YouTube.webm__10,125,124,00:00:05:05,00:00:05:04,True,34,116,438,29,114,447,30,116,496,28,118,440,11,34,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,42,41,00:00:01:18,00:00:01:17,True,28,111,468,18,93,348,26,128,544,22,86,368,4,19,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,160,159,00:00:06:16,00:00:06:15,True,26,95,363,23,113,471,22,116,502,20,76,313,4,24,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,162,161,00:00:06:18,00:00:06:17,True,25,94,362,23,113,470,22,116,502,18,74,311,5,26,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,164,163,00:00:06:20,00:00:06:19,True,26,111,410,23,91,348,36,134,508,28,92,364,3,16,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,183,182,00:00:07:15,00:00:07:14,True,21,101,383,12,64,281,26,124,522,10,48,200,5,21,False
micro_simm_2frame,micro_simm_2frame_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15511,185,184,00:00:07:17,00:00:07:16,True,21,103,406,12,63,280,26,120,506,10,46,208,6,24,False
micro_simm_2frame,micro_simm_2frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__26511,30,29,00:00:01:05,00:00:01:04,True,38,126,537,25,91,362,32,142,530,26,96,426,7,21,False
micro_simm_2frame,micro_simm_2frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__26511,119,118,00:00:04:19,00:00:04:18,True,32,129,469,29,122,479,38,134,496,34,136,532,9,24,False
micro_simm_2frame,micro_simm_2frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__26511,145,144,00:00:05:20,00:00:05:19,True,28,115,495,37,144,565,32,124,508,36,144,582,3,14,False
micro_simm_2frame,micro_simm_2frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__26511,147,146,00:00:05:22,00:00:05:21,True,29,126,499,35,139,553,34,126,502,36,142,578,3,15,False
micro_simm_2frame,micro_simm_2frame_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__26511,182,181,00:00:07:07,00:00:07:06,True,39,142,507,48,168,667,38,132,508,46,170,676,5,22,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,99,98,00:00:03:24,00:00:03:23,True,26,88,391,29,101,414,32,118,490,18,96,366,4,12,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,102,101,00:00:04:02,00:00:04:01,True,27,101,402,28,106,431,32,130,526,20,98,360,4,12,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,135,134,00:00:05:10,00:00:05:09,True,31,105,378,17,75,346,32,130,506,22,84,354,2,6,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,138,137,00:00:05:13,00:00:05:12,True,24,99,402,21,71,337,32,126,480,20,80,332,1,11,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,163,162,00:00:06:13,00:00:06:12,True,24,100,399,14,67,286,38,126,514,14,56,252,1,8,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,166,165,00:00:06:16,00:00:06:15,True,24,99,383,13,68,274,38,120,502,14,56,256,2,9,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__19511,194,193,00:00:07:19,00:00:07:18,True,32,116,373,30,109,409,34,126,526,28,112,445,5,8,False
micro_simm_3frame,micro_simm_3frame_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__3011,92,91,00:00:03:17,00:00:03:16,True,28,119,401,33,126,497,32,120,502,26,108,404,7,17,False
micro_simm_3frame,micro_simm_3frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3011,87,86,00:00:02:27,00:00:02:26,True,39,132,497,23,97,393,32,114,478,20,84,354,7,16,False
micro_simm_3frame,micro_simm_3frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__3011,169,168,00:00:05:19,00:00:05:18,True,34,128,491,17,71,288,30,122,490,20,84,366,7,30,False
micro_simm_3frame,micro_simm_3frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__6011,35,34,00:00:01:05,00:00:01:04,True,29,111,473,19,73,311,34,130,520,14,62,270,6,36,False
micro_simm_3frame,micro_simm_3frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__6011,38,37,00:00:01:08,00:00:01:07,True,29,109,474,19,70,303,32,128,510,14,62,268,6,40,False
micro_simm_3frame,micro_simm_3frame_Bonus Free Soloing with Alex Honnold Nat Geo Live - YouTube.webm__6011,104,103,00:00:03:14,00:00:03:13,True,31,128,489,40,160,627,34,120,478,40,154,634,6,29,False
micro_simm_3frame,micro_simm_3frame_Gus Fring Stands His Ground.webm__1011,30,29,00:00:01:06,00:00:01:05,True,37,127,559,40,154,598,28,130,542,40,154,606,6,12,False
micro_simm_3frame,micro_simm_3frame_Gus Fring Stands His Ground.webm__1011,33,32,00:00:01:09,00:00:01:08,True,37,131,558,39,158,606,28,122,510,40,152,604,6,12,False
micro_simm_3frame,micro_simm_3frame_Gus Fring Stands His Ground.webm__1011,52,51,00:00:02:04,00:00:02:03,True,30,123,477,27,121,479,38,134,498,32,144,536,9,35,False
micro_simm_3frame,micro_simm_3frame_Gus Fring Stands His Ground.webm__1011,55,54,00:00:02:07,00:00:02:06,True,33,124,493,26,121,487,38,140,496,32,146,540,9,36,False
micro_simm_3frame,micro_simm_3frame_Hong Kong’s huge protests.webm__1011,28,27,00:00:01:04,00:00:01:03,True,27,128,533,21,113,437,34,142,526,30,122,482,6,20,False
